City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Weather Description,Date
259,Murray Bridge,-35.1167,139.2667,63.0,85,98,4.0,AU,light rain,2021-01-31 23:54:25
260,Miraflores,19.2167,-98.8083,75.2,14,1,13.8,MX,clear sky,2021-01-31 23:54:25
261,Piranhas,-16.4269,-51.8222,76.06,76,93,3.22,BR,overcast clouds,2021-01-31 23:54:25
262,Bograd,54.2344,90.8328,-22.0,76,30,4.34,RU,mist,2021-01-31 23:54:25
263,Mporokoso,-9.3727,30.125,62.98,98,100,4.41,ZM,light rain,2021-01-31 23:51:30
264,Gogrial,8.5332,28.1004,72.48,21,7,6.49,SS,clear sky,2021-01-31 23:54:25
265,Richards Bay,-28.783,32.0377,81.34,71,100,13.69,ZA,overcast clouds,2021-01-31 23:54:25
266,Douentza,14.9951,-2.9517,70.02,20,100,4.76,ML,overcast clouds,2021-01-31 23:54:26
267,Mwene-Ditu,-7.0,23.45,66.31,95,100,3.2,CD,overcast clouds,2021-01-31 23:54:26
268,Gbadolite,4.2833,21.0167,70.56,58,33,1.23,CD,scattered clouds,2021-01-31 23:54:26
269,Arman,59.7,150.1667,-15.43,79,99,14.03,RU,overcast clouds,2021-01-31 23:54:26
270,Kindu,-2.95,25.95,70.27,92,94,2.35,CD,overcast clouds,2021-01-31 23:54:26
271,Gushikawa,26.3544,127.8686,64.4,94,1,5.75,JP,clear sky,2021-01-31 23:54:26
272,San Cristobal,7.7669,-72.225,68.16,69,97,1.3,VE,overcast clouds,2021-01-31 23:54:26
273,Vanimo,-2.6741,141.3028,76.8,89,100,8.03,PG,moderate rain,2021-01-31 23:44:28
274,Waingapu,-9.6567,120.2641,80.91,78,92,13.35,ID,overcast clouds,2021-01-31 23:54:27
275,Kroya,-7.6331,109.2461,77.97,83,99,3.27,ID,overcast clouds,2021-01-31 23:54:27
276,Clyde River,70.4692,-68.5914,-4.0,84,90,13.8,CA,light snow,2021-01-31 23:44:53
277,Tazmalt,36.3868,4.3989,54.45,69,83,7.23,DZ,broken clouds,2021-01-31 23:54:27
278,Pathein,16.7833,94.7333,68.97,65,65,8.5,MM,broken clouds,2021-01-31 23:54:27
279,San Quintin,30.4833,-115.95,62.31,52,80,7.99,MX,broken clouds,2021-01-31 23:44:38
280,Hastings,50.8552,0.5729,39.99,91,100,3.0,GB,overcast clouds,2021-01-31 23:41:32
281,Saskylakh,71.9167,114.0833,-31.27,83,60,7.56,RU,broken clouds,2021-01-31 23:54:27
282,Blejesti,44.3,25.4667,34.0,86,100,1.99,RO,light snow,2021-01-31 23:54:28
283,Komsomolskiy,40.4272,71.7189,39.2,56,100,4.61,UZ,mist,2021-01-31 23:54:28
284,Oktyabrskoye,43.0645,44.7417,24.8,93,48,6.71,RU,scattered clouds,2021-01-31 23:54:28
285,Kabo,7.6994,18.629,74.77,26,0,2.04,CF,clear sky,2021-01-31 23:54:28
286,Aykhal,66.0,111.5,-42.09,78,100,9.69,RU,overcast clouds,2021-01-31 23:54:28
287,Alta Floresta,-9.8756,-56.0861,73.63,91,56,0.69,BR,moderate rain,2021-01-31 23:50:36
288,Smithers,54.7804,-127.1743,28.4,80,75,2.3,CA,broken clouds,2021-01-31 23:40:10
289,Vanavara,60.34,102.2797,-39.93,81,33,4.03,RU,scattered clouds,2021-01-31 23:54:29
290,Saint George,37.1041,-113.5841,57.0,40,1,3.58,US,clear sky,2021-01-31 23:51:24
291,Songea,-10.6833,35.65,65.26,100,100,7.49,TZ,light rain,2021-01-31 23:44:49
292,Tamandare,-8.7597,-35.1047,77.81,81,72,6.53,BR,light rain,2021-01-31 23:54:29
293,Lucea,18.451,-78.1736,78.8,78,20,9.22,JM,few clouds,2021-01-31 23:54:29
294,Cap Malheureux,-19.9842,57.6142,79.0,75,27,5.99,MU,scattered clouds,2021-01-31 23:54:29
295,Verkhnyaya Inta,65.9811,60.3094,16.54,93,100,10.33,RU,overcast clouds,2021-01-31 23:54:29
296,Rawson,-43.3002,-65.1023,71.29,41,22,24.76,AR,few clouds,2021-01-31 23:54:30
297,Shelburne,44.0787,-80.2041,14.0,76,100,11.65,CA,overcast clouds,2021-01-31 23:54:30
298,Chara,56.9064,118.2631,-36.83,73,100,1.79,RU,overcast clouds,2021-01-31 23:44:35
299,Tartagal,-22.5164,-63.8013,73.09,81,84,3.33,AR,broken clouds,2021-01-31 23:54:30
300,Cairns,-16.9167,145.7667,88.0,66,98,10.36,AU,overcast clouds,2021-01-31 23:54:30
301,Myitkyina,25.3833,97.4,54.36,79,0,2.93,MM,clear sky,2021-01-31 23:54:30
302,Kavieng,-2.5744,150.7967,83.39,82,100,15.14,PG,light rain,2021-01-31 23:54:31
303,Basco,20.4487,121.9702,72.19,76,70,18.95,PH,broken clouds,2021-01-31 23:54:31
304,Zvishavane,-20.3267,30.0665,70.21,90,76,2.42,ZW,broken clouds,2021-01-31 23:54:31
305,Lata,40.1629,-8.3327,57.0,93,95,4.0,PT,overcast clouds,2021-01-31 23:54:31
306,Port Macquarie,-31.4333,152.9167,80.01,67,42,1.01,AU,scattered clouds,2021-01-31 23:54:31
307,Geraldton,-28.7667,114.6,87.8,23,0,20.71,AU,clear sky,2021-01-31 23:54:31
308,Sakakah,29.9697,40.2064,48.2,46,0,5.77,SA,clear sky,2021-01-31 23:54:31
309,Ghatsila,22.6,86.4833,48.83,48,0,1.95,IN,clear sky,2021-01-31 23:54:32
310,Provideniya,64.3833,-173.3,3.2,85,90,29.08,RU,snow,2021-01-31 23:54:32
311,Santa Cruz,-17.8,-63.1667,82.4,83,75,6.91,BO,broken clouds,2021-01-31 23:51:08
312,San Patricio,28.017,-97.5169,78.8,18,1,11.5,US,clear sky,2021-01-31 23:44:35
313,Antalaha,-14.9003,50.2788,75.4,85,45,6.49,MG,scattered clouds,2021-01-31 23:44:40
314,Arlit,18.7369,7.3853,64.17,22,20,8.99,NE,few clouds,2021-01-31 23:54:32
315,Gumdag,39.2061,54.5906,45.0,69,3,2.33,TM,clear sky,2021-01-31 23:54:32
316,San Anselmo,37.9747,-122.5616,60.01,51,20,4.61,US,few clouds,2021-01-31 23:54:32
317,Senador Guiomard,-10.1522,-67.7392,82.4,74,20,2.3,BR,few clouds,2021-01-31 23:54:33
318,Redmond,47.674,-122.1215,46.0,93,100,0.74,US,overcast clouds,2021-01-31 23:50:19
319,Salekhard,66.53,66.6019,-18.33,88,100,5.19,RU,overcast clouds,2021-01-31 23:54:33
320,Hovd,48.0056,91.6419,1.15,88,33,2.01,MN,scattered clouds,2021-01-31 23:54:33
321,Conceicao Da Barra,-18.5933,-39.7322,76.89,84,71,7.47,BR,broken clouds,2021-01-31 23:54:33
322,Fortuna,40.5982,-124.1573,55.0,94,75,26.46,US,light rain,2021-01-31 23:44:54
323,Mut,36.6439,33.4389,46.53,67,46,4.59,TR,scattered clouds,2021-01-31 23:54:33
324,Nivala,63.9167,24.9667,12.99,92,100,2.55,FI,light snow,2021-01-31 23:54:33
325,Del Rio,29.3627,-100.8968,75.2,20,1,13.8,US,clear sky,2021-01-31 23:54:34
326,Flinders,-34.5833,150.8552,75.0,78,76,1.99,AU,broken clouds,2021-01-31 23:49:58
327,Hearst,49.6835,-83.6665,5.0,85,97,3.44,CA,overcast clouds,2021-01-31 23:54:34
328,Miranda,3.2499,-76.2281,82.4,54,40,13.8,CO,scattered clouds,2021-01-31 23:54:34
329,Jiujiang,29.7333,115.9833,47.16,93,100,1.88,CN,light rain,2021-01-31 23:54:34
330,Kudahuvadhoo,2.6708,72.8944,81.25,79,14,11.1,MV,few clouds,2021-01-31 23:50:47
331,Kodinsk,58.6881,99.1844,-39.21,79,19,1.86,RU,few clouds,2021-01-31 23:51:23
332,Nouakchott,18.0858,-15.9785,77.0,12,100,6.91,MR,overcast clouds,2021-01-31 23:45:09
333,Rapid Valley,44.0625,-103.1463,48.2,27,1,5.75,US,clear sky,2021-01-31 23:54:35
334,Iralaya,15.0,-83.2333,82.4,85,75,10.36,HN,broken clouds,2021-01-31 23:54:35
335,Ilulissat,69.2167,-51.1,6.8,56,20,6.91,GL,few clouds,2021-01-31 23:54:35
336,Ust-Omchug,61.15,149.6333,-27.44,80,99,10.2,RU,overcast clouds,2021-01-31 23:54:35
337,Boyolangu,-8.1181,111.8935,76.86,86,100,4.99,ID,overcast clouds,2021-01-31 23:45:17
338,Te Anau,-45.4167,167.7167,69.49,52,71,1.32,NZ,broken clouds,2021-01-31 23:54:35
339,Boa Vista,2.8197,-60.6733,86.0,54,20,8.05,BR,few clouds,2021-01-31 23:51:15
340,Necochea,-38.5473,-58.7368,57.99,68,59,10.18,AR,broken clouds,2021-01-31 23:54:35
341,Hauterive,46.0901,3.4459,51.8,66,90,10.36,FR,light intensity drizzle,2021-01-31 23:54:36
342,Amga,60.8953,131.9608,-37.66,80,100,4.21,RU,overcast clouds,2021-01-31 23:54:36
343,Kousseri,12.0769,15.0306,73.4,28,0,6.91,CM,clear sky,2021-01-31 23:54:36
344,Jiayuguan,39.8167,98.3,16.43,73,0,1.97,CN,clear sky,2021-01-31 23:54:36
345,Silopi,37.2497,42.4694,40.84,69,62,4.25,TR,broken clouds,2021-01-31 23:54:36
346,Coahuayana,18.7333,-103.6833,80.6,74,1,5.01,MX,clear sky,2021-01-31 23:50:05
347,Bozova,37.3625,38.5267,37.4,100,75,8.05,TR,mist,2021-01-31 23:54:37
348,Madimba,-10.4,40.3333,77.97,84,87,8.1,TZ,overcast clouds,2021-01-31 23:54:37
349,Oranjemund,-28.55,16.4333,65.37,90,44,10.04,NA,scattered clouds,2021-01-31 23:50:18
350,Honningsvag,70.9821,25.9704,30.58,93,100,15.79,NO,light snow,2021-01-31 23:54:37
351,Coria,39.9879,-6.5377,49.39,93,20,8.86,ES,few clouds,2021-01-31 23:54:37
352,Mehamn,71.0357,27.8492,25.3,93,100,11.54,NO,overcast clouds,2021-01-31 23:54:37
353,Bend,44.0582,-121.3153,48.2,57,40,8.05,US,scattered clouds,2021-01-31 23:51:04
354,Hofn,64.2539,-15.2082,26.17,84,50,8.5,IS,scattered clouds,2021-01-31 23:49:49
355,Dikson,73.5069,80.5464,-26.28,79,67,8.19,RU,broken clouds,2021-01-31 23:54:38
356,Mastic Beach,40.7668,-72.8521,24.01,54,90,3.44,US,overcast clouds,2021-01-31 23:54:38
357,Marsa Matruh,31.3525,27.2453,57.2,62,0,6.91,EG,clear sky,2021-01-31 23:54:38
358,Valparaiso,-33.0393,-71.6273,66.99,88,20,13.8,CL,few clouds,2021-01-31 23:51:56
359,Marienburg,54.0359,19.0266,28.0,87,38,4.0,PL,scattered clouds,2021-01-31 23:54:38
360,Jasper,37.2001,-94.3502,37.99,70,90,11.5,US,overcast clouds,2021-01-31 23:54:38
361,Syracuse,37.0881,15.2792,54.0,87,40,9.22,IT,scattered clouds,2021-01-31 23:45:07
362,Praia,14.9215,-23.5087,71.6,73,0,18.41,CV,clear sky,2021-01-31 23:54:38
363,Yulara,-25.2406,130.9889,86.0,25,75,17.27,AU,broken clouds,2021-01-31 23:54:39
364,Ponta Do Sol,32.6667,-17.1,57.0,75,0,1.99,PT,clear sky,2021-01-31 23:54:39
365,Bandarbeyla,9.4942,50.8122,72.27,72,12,17.78,SO,few clouds,2021-01-31 23:44:39
366,Garowe,8.4054,48.4845,62.1,85,1,8.48,SO,clear sky,2021-01-31 23:50:03
367,Faya,18.3851,42.4509,55.4,43,0,3.06,SA,clear sky,2021-01-31 23:54:39
368,Saldanha,-33.0117,17.9442,65.23,84,83,17.76,ZA,broken clouds,2021-01-31 23:54:39
369,Sitka,57.0531,-135.33,42.8,42,40,3.44,US,scattered clouds,2021-01-31 23:49:41
370,Bonthe,7.5264,-12.505,77.83,85,0,8.37,SL,clear sky,2021-01-31 23:54:40
371,Ndele,8.4109,20.6473,74.07,24,0,5.73,CF,clear sky,2021-01-31 23:54:40
372,Jambi,-1.6,103.6167,73.89,92,100,4.12,ID,overcast clouds,2021-01-31 23:54:40
373,Spencer,43.1414,-95.1444,26.6,80,90,14.97,US,overcast clouds,2021-01-31 23:54:40
374,Pringsewu,-5.3582,104.9744,73.8,90,92,0.98,ID,overcast clouds,2021-01-31 23:54:40
375,Saint-Francois,46.4154,3.9054,48.99,93,75,6.91,FR,broken clouds,2021-01-31 23:54:40
376,Pisco,-13.7,-76.2167,71.6,68,75,17.27,PE,broken clouds,2021-01-31 23:49:52
377,Kisangani,0.5167,25.2,71.67,81,40,2.19,CD,scattered clouds,2021-01-31 23:54:40
378,Nola,40.922,14.5329,48.99,76,84,2.68,IT,broken clouds,2021-01-31 23:54:41
379,Cascais,38.6979,-9.4215,59.0,97,59,13.0,PT,broken clouds,2021-01-31 23:54:41
380,Aksarka,66.5606,67.7975,-15.52,89,96,7.47,RU,overcast clouds,2021-01-31 23:54:41
381,Namatanai,-3.6667,152.4333,85.32,69,100,7.72,PG,overcast clouds,2021-01-31 23:54:41
382,Cidreira,-30.1811,-50.2056,75.47,91,100,10.49,BR,light rain,2021-01-31 23:54:41
383,Bantou,26.2151,117.4893,57.27,65,23,1.03,CN,few clouds,2021-01-31 23:54:41
384,Klaksvik,62.2266,-6.589,23.0,80,20,1.14,FO,light snow,2021-01-31 23:50:43
385,Okoneshnikovo,54.8377,75.0834,2.05,91,98,6.89,RU,overcast clouds,2021-01-31 23:54:42
386,Bam,29.106,58.357,50.05,48,0,2.51,IR,clear sky,2021-01-31 23:54:42
387,Half Moon Bay,37.4636,-122.4286,63.0,67,1,8.05,US,clear sky,2021-01-31 23:45:10
388,Yerbogachen,61.2767,108.0108,-36.42,79,98,5.1,RU,overcast clouds,2021-01-31 23:54:42
389,College,64.8569,-147.8028,-2.2,71,90,1.57,US,light snow,2021-01-31 23:54:42
390,Ivdel,60.6911,60.4206,14.54,97,100,6.6,RU,overcast clouds,2021-01-31 23:54:43
391,Burns Lake,54.2331,-125.7533,28.4,74,100,2.73,CA,overcast clouds,2021-01-31 23:54:43
392,Kon Tum,14.35,108.0,60.6,88,78,2.35,VN,broken clouds,2021-01-31 23:54:43
393,Tobol,52.6844,62.5794,3.15,94,27,1.25,KZ,scattered clouds,2021-01-31 23:54:43
394,Pitimbu,-7.4706,-34.8086,78.8,83,20,6.91,BR,few clouds,2021-01-31 23:54:43
395,Sibolga,1.7427,98.7792,74.19,77,84,5.26,ID,broken clouds,2021-01-31 23:54:43
396,Japura,-0.3167,102.35,73.49,94,97,1.14,ID,overcast clouds,2021-01-31 23:54:43
397,Comodoro Rivadavia,-45.8667,-67.5,71.6,43,0,16.11,AR,light rain,2021-01-31 23:52:41
398,Linxia,35.6003,103.2064,19.92,81,0,0.6,CN,clear sky,2021-01-31 23:51:06
399,Birjand,32.8663,59.2211,32.0,37,0,6.91,IR,clear sky,2021-01-31 23:54:44
400,Kaura Namoda,12.5898,6.5779,70.2,21,1,8.37,NG,clear sky,2021-01-31 23:54:44
401,Alyangula,-13.8483,136.4192,86.0,74,75,6.91,AU,broken clouds,2021-01-31 23:54:44
402,North Bend,43.4065,-124.2243,51.8,93,90,8.05,US,overcast clouds,2021-01-31 23:41:25
403,Port Augusta,-32.5,137.7667,69.8,73,100,20.71,AU,overcast clouds,2021-01-31 23:54:44
404,Nadym,65.5333,72.5167,-8.95,89,80,6.98,RU,broken clouds,2021-01-31 23:54:44
405,Asyut,27.181,31.1837,51.8,66,0,11.5,EG,clear sky,2021-01-31 23:50:10
406,Tierralta,8.1736,-76.0592,79.02,80,72,5.88,CO,broken clouds,2021-01-31 23:54:45
407,Odweyne,9.4092,45.064,64.6,30,0,10.74,SO,clear sky,2021-01-31 23:45:11
408,Sanary-Sur-Mer,43.1178,5.8001,54.0,78,39,1.99,FR,scattered clouds,2021-01-31 23:54:45
409,West Wendover,40.7391,-114.0733,41.0,52,1,4.61,US,clear sky,2021-01-31 23:54:45
410,San Luis,-33.295,-66.3356,57.63,82,93,13.62,AR,overcast clouds,2021-01-31 23:52:43
411,Husavik,66.0449,-17.3389,-5.8,84,0,8.05,IS,clear sky,2021-01-31 23:54:45
412,Kabare,-2.4683,28.8242,61.97,83,100,2.04,CD,light rain,2021-01-31 23:54:45
413,Niigata,37.9022,139.0236,30.2,74,20,4.61,JP,few clouds,2021-01-31 23:54:46
414,Pecos,31.4229,-103.4932,62.6,23,1,4.61,US,clear sky,2021-01-31 23:53:37
415,Mizan Teferi,6.9833,35.5833,65.97,60,0,2.26,ET,clear sky,2021-01-31 23:54:46
416,Jiuquan,39.7432,98.5174,17.71,72,0,2.46,CN,clear sky,2021-01-31 23:54:46
417,Chegdomyn,51.1167,133.0167,-30.82,81,6,1.05,RU,clear sky,2021-01-31 23:54:46
418,Rajanpur,29.1035,70.325,54.27,35,0,9.8,PK,clear sky,2021-01-31 23:54:46
419,Tabou,4.423,-7.3528,78.17,89,33,6.98,CI,scattered clouds,2021-01-31 23:54:47
420,Rio De Janeiro,-22.9028,-43.2075,91.4,78,0,9.22,BR,clear sky,2021-01-31 23:50:59
421,Upernavik,72.7868,-56.1549,2.88,93,100,8.23,GL,overcast clouds,2021-01-31 23:54:47
422,Bonavista,48.6499,-53.1147,30.99,100,100,6.91,CA,light snow,2021-01-31 23:50:18
423,Calabozo,8.9242,-67.4293,84.43,50,100,7.52,VE,overcast clouds,2021-01-31 23:54:47
424,Mana,5.6592,-53.7767,77.63,80,46,13.67,GF,scattered clouds,2021-01-31 23:54:47
425,Bernalillo,35.05,-106.6673,51.8,28,40,3.42,US,scattered clouds,2021-01-31 23:54:47
426,Kaniama,-7.5667,24.1833,66.13,96,100,2.51,CD,overcast clouds,2021-01-31 23:54:47
427,Jacksonville,30.3322,-81.6556,73.4,56,75,19.57,US,light rain,2021-01-31 23:52:36
428,Sechura,-5.5569,-80.8222,79.7,59,8,17.0,PE,clear sky,2021-01-31 23:54:48
429,Roald,62.5833,6.1333,28.99,86,20,6.91,NO,few clouds,2021-01-31 23:54:48
430,Oromocto,45.8351,-66.4792,19.4,58,1,4.61,CA,clear sky,2021-01-31 23:54:48
431,Isla Vista,34.4133,-119.861,66.0,42,1,8.05,US,clear sky,2021-01-31 23:52:44
432,Paamiut,61.994,-49.6678,22.26,90,0,13.85,GL,clear sky,2021-01-31 23:54:49
433,Zlobin,45.2924,14.6541,36.0,84,100,3.0,HR,overcast clouds,2021-01-31 23:54:49
434,Cabedelo,-6.9811,-34.8339,78.8,83,20,6.91,BR,light rain,2021-01-31 23:54:49
435,Riyadh,24.6877,46.7219,57.2,35,0,3.44,SA,clear sky,2021-01-31 23:53:42
436,Lenger,42.183,69.8839,46.4,87,75,8.95,KZ,moderate rain,2021-01-31 23:51:46
437,Urk,52.6625,5.6014,30.99,86,100,3.0,NL,overcast clouds,2021-01-31 23:54:49
438,Caxito,-8.5785,13.6643,80.6,78,40,6.91,AO,scattered clouds,2021-01-31 23:54:49
439,Denpasar,-8.65,115.2167,80.6,83,40,3.44,ID,scattered clouds,2021-01-31 23:54:49
440,Along,28.1667,94.7667,45.57,58,6,1.74,IN,clear sky,2021-01-31 23:54:50
441,Gambo,4.6482,22.2633,69.28,36,51,3.13,CF,broken clouds,2021-01-31 23:54:50
442,Porto Velho,-8.7619,-63.9039,77.0,94,75,0.96,BR,light rain,2021-01-31 23:53:04
443,Bartica,6.4,-58.6167,77.0,88,20,6.91,GY,few clouds,2021-01-31 23:54:50
444,Bay Roberts,47.5999,-53.2648,30.99,93,90,17.27,CA,light snow,2021-01-31 23:54:50
445,Prosperous,53.2903,-6.7539,37.99,93,75,10.36,IE,broken clouds,2021-01-31 23:54:50
446,Valvatna,59.7672,5.4328,28.99,92,63,1.99,NO,broken clouds,2021-01-31 23:54:51
447,Poya,-21.35,165.15,82.42,61,97,8.1,NC,overcast clouds,2021-01-31 23:54:51
448,Totness,5.8833,-56.3167,76.84,80,29,13.85,SR,scattered clouds,2021-01-31 23:54:51
449,Tshikapa,-6.4167,20.8,71.42,92,100,1.21,CD,overcast clouds,2021-01-31 23:50:48
450,Chapleau,47.8405,-83.4034,10.4,61,20,6.91,CA,few clouds,2021-01-31 23:54:51
451,Dargaville,-35.9333,173.8833,72.86,48,0,8.48,NZ,clear sky,2021-01-31 23:54:51
452,Narsaq,60.9167,-46.05,39.2,33,75,16.11,GL,broken clouds,2021-01-31 23:45:08
453,Lasa,46.6166,10.7002,37.0,86,0,2.26,IT,clear sky,2021-01-31 23:54:52
454,Pevek,69.7008,170.3133,-26.68,85,62,1.12,RU,broken clouds,2021-01-31 23:54:52
455,Ust-Nera,64.5667,143.2,-29.13,75,99,7.29,RU,overcast clouds,2021-01-31 23:54:52
456,Zyryanovsk,49.7386,84.2719,3.47,88,99,0.67,KZ,overcast clouds,2021-01-31 23:50:09
457,Tromso,69.6496,18.957,25.0,93,20,4.61,NO,light snow,2021-01-31 23:50:45
458,Lindsay,36.203,-119.0882,63.0,48,1,5.75,US,clear sky,2021-01-31 23:54:52
459,Itacare,-14.2775,-38.9967,80.6,83,75,8.05,BR,broken clouds,2021-01-31 23:54:39
460,Key West,24.5557,-81.7826,73.4,68,1,4.61,US,clear sky,2021-01-31 23:50:42
461,Cap-Aux-Meules,47.3821,-61.8597,30.2,69,99,14.97,CA,overcast clouds,2021-01-31 23:51:02
462,Surgut,61.25,73.4167,6.8,92,75,2.24,RU,light snow,2021-01-31 23:54:53
463,Brigham City,41.5102,-112.0155,39.2,56,1,6.91,US,clear sky,2021-01-31 23:54:53
464,Rovaniemi,66.5,25.7167,6.8,85,96,9.22,FI,light snow,2021-01-31 23:54:53
465,Kenora,49.8167,-94.4337,23.0,86,90,5.75,CA,light snow,2021-01-31 23:54:53
466,Pedernales,18.0384,-71.744,77.97,69,32,8.7,DO,scattered clouds,2021-01-31 23:54:54
467,Katherine,-14.4667,132.2667,82.4,78,75,5.75,AU,broken clouds,2021-01-31 23:54:54
468,Pozo Colorado,-23.4923,-58.7972,79.68,74,89,1.3,PY,overcast clouds,2021-01-31 23:54:54
469,Mercedes,-34.6515,-59.4307,64.99,86,98,1.99,AR,moderate rain,2021-01-31 23:54:54
470,Payyannur,12.1,75.2,74.41,66,15,6.08,IN,few clouds,2021-01-31 23:51:15
471,Luzhou,28.8724,105.4405,47.34,82,6,1.77,CN,clear sky,2021-01-31 23:54:54
472,Katobu,-4.9408,122.5276,80.06,79,100,1.16,ID,overcast clouds,2021-01-31 23:45:08
473,Rantepao,-2.9701,119.8978,72.01,71,100,1.12,ID,overcast clouds,2021-01-31 23:54:19
474,Ludvika,60.1496,15.1878,10.4,92,19,2.3,SE,few clouds,2021-01-31 23:54:55
475,Kargasok,59.0556,80.8572,-13.86,87,96,6.91,RU,overcast clouds,2021-01-31 23:54:55
476,Oneida,43.2001,-75.4663,17.6,53,1,8.05,US,clear sky,2021-01-31 23:51:59
477,Halden,59.1226,11.3871,15.8,92,90,3.44,NO,overcast clouds,2021-01-31 23:54:55
478,West Bay,19.3667,-81.4167,80.6,69,20,11.5,KY,few clouds,2021-01-31 23:54:55
479,Mikhaylovka,50.06,43.2379,30.0,86,100,1.01,RU,overcast clouds,2021-01-31 23:54:55
480,Kongoussi,13.3258,-1.5347,74.68,17,100,8.66,BF,overcast clouds,2021-01-31 23:54:55
481,Dire,12.2833,-10.9667,71.71,19,35,1.5,ML,scattered clouds,2021-01-31 23:54:56
482,Canyon,34.9803,-101.9188,53.01,30,0,1.01,US,clear sky,2021-01-31 23:54:56
483,Kalemie,-5.9475,29.1947,70.12,85,100,6.38,CD,light rain,2021-01-31 23:54:56
484,Horsham,51.064,-0.3272,37.99,100,75,5.75,GB,mist,2021-01-31 23:51:29
485,Mount Isa,-20.7333,139.5,93.2,43,100,8.05,AU,overcast clouds,2021-01-31 23:51:16
486,Sindor,62.8629,51.8905,29.08,98,100,13.35,RU,light snow,2021-01-31 23:54:56
487,Port Lincoln,-34.7333,135.8667,64.76,64,86,17.29,AU,overcast clouds,2021-01-31 23:54:56
488,Vardo,70.3705,31.1107,15.8,86,75,9.22,NO,broken clouds,2021-01-31 23:54:57
489,Palmer,42.1584,-72.3287,19.0,73,75,1.83,US,broken clouds,2021-01-31 23:54:57
490,Hanko,59.8333,22.95,26.01,85,88,11.01,FI,overcast clouds,2021-01-31 23:54:57
491,Naryan-Mar,67.6713,53.087,10.49,95,95,10.87,RU,overcast clouds,2021-01-31 23:54:57
492,Eureka,40.8021,-124.1637,55.99,84,100,8.01,US,overcast clouds,2021-01-31 23:54:55
493,Marystown,47.1666,-55.1483,30.47,92,98,16.35,CA,overcast clouds,2021-01-31 23:54:57
494,Cervo,43.6702,-7.4101,57.99,79,93,10.0,ES,overcast clouds,2021-01-31 23:54:57
495,Shingu,33.7333,135.9833,42.8,70,75,4.61,JP,broken clouds,2021-01-31 23:43:38
496,Urzhum,57.1141,49.9996,28.06,94,100,21.79,RU,light snow,2021-01-31 23:54:58
497,Taoudenni,22.6783,-3.9836,69.24,22,0,8.59,ML,clear sky,2021-01-31 23:44:58
498,Neyveli,11.536,79.4824,68.49,94,39,7.43,IN,scattered clouds,2021-01-31 23:54:58
499,Bouar,5.934,15.596,69.51,25,22,5.41,CF,few clouds,2021-01-31 23:54:58
500,Yeppoon,-23.1333,150.7333,82.4,57,20,9.22,AU,few clouds,2021-01-31 23:54:58
501,Tam Ky,15.5667,108.4833,66.2,94,20,1.14,VN,mist,2021-01-31 23:44:58
502,Deogarh,21.5333,84.7333,49.6,43,0,2.24,IN,clear sky,2021-01-31 23:54:59
503,Florence,43.7667,11.25,43.0,100,40,3.44,IT,scattered clouds,2021-01-31 23:51:24
504,Juneau,58.3019,-134.4197,28.4,86,20,5.66,US,few clouds,2021-01-31 23:54:59
505,Ozernovskiy,51.5,156.5167,12.72,94,100,19.93,RU,snow,2021-01-31 23:54:59
506,Jalu,29.0331,21.5482,61.29,30,0,12.84,LY,clear sky,2021-01-31 23:44:59
507,Havoysund,70.9963,24.6622,26.6,86,75,14.97,NO,light snow,2021-01-31 23:54:59
508,Kaa-Khem,51.6833,94.7333,-11.76,81,80,2.17,RU,broken clouds,2021-01-31 23:54:59
509,Khandyga,62.6667,135.6,-52.67,76,76,0.94,RU,broken clouds,2021-01-31 23:55:00
510,Elk City,35.412,-99.4043,51.8,43,1,6.91,US,clear sky,2021-01-31 23:55:00
511,Jatibonico,21.9419,-79.17,71.22,73,25,0.83,CU,scattered clouds,2021-01-31 23:55:00
512,Kotdwara,29.75,78.5333,51.46,44,0,5.48,IN,clear sky,2021-01-31 23:55:00
513,Kitzingen,49.7333,10.1667,33.01,100,90,4.61,DE,light intensity drizzle,2021-01-31 23:55:00
514,Springfield,37.2153,-93.2982,33.8,75,90,24.16,US,haze,2021-01-31 23:52:53
515,Sao Filipe,14.8961,-24.4956,73.18,70,0,5.23,CV,clear sky,2021-01-31 23:55:00
516,Sai Buri,6.7013,101.6168,76.48,86,77,10.16,TH,broken clouds,2021-01-31 23:55:01
517,Plouzane,48.3833,-4.6167,51.8,93,90,11.5,FR,overcast clouds,2021-01-31 23:55:01
518,Heishan,41.6892,122.1128,8.64,81,16,18.43,CN,few clouds,2021-01-31 23:55:01
519,Getashen,40.044,43.942,32.0,93,75,2.89,AM,mist,2021-01-31 23:55:01
520,Stepnogorsk,52.3544,71.8869,9.1,94,100,9.22,KZ,overcast clouds,2021-01-31 23:55:02
521,Galt,38.2546,-121.3,64.0,42,1,3.44,US,clear sky,2021-01-31 23:55:03
522,Hewitt,31.4624,-97.1958,60.8,38,1,13.8,US,clear sky,2021-01-31 23:55:03
523,Kristiinankaupunki,62.2743,21.376,17.53,96,100,1.57,FI,overcast clouds,2021-01-31 23:55:03
524,Nouadhibou,20.931,-17.0347,66.2,77,0,24.16,MR,clear sky,2021-01-31 23:50:10
